trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
practice_01,practice_similar,CT_45_SOUTH_BRIDGE_Rd_A_04_facade.jpg,KG_03_Arab St_A_23_facade.jpg,13,13,,,1.0,,practice,True
practice_02,practice_medium,LD_14_DESKER_Rd_B_31_facade.jpg,LD_18_DUNLOP_St_B_47_facade.jpg,16,27,,,0.9386,,practice,True
practice_03,practice_dissimilar,LD_47_VEERASAMY_Rd_A_05_facade.jpg,CT_47_STANLEY_St_14_facade.jpg,1,29,,,0.608,,practice,True
practice_04,practice_similar,LD_04_CAMPBELL_LANE_B_14_facade.jpg,LD_13_DESKER_Rd_A_16_facade.jpg,11,11,,,1.0,,practice,True
practice_05,practice_medium,LD_23_Jalan Besar Rd_B_15_facade.jpg,KG_03_Arab St_A_52_facade.jpg,27,19,,,0.9921,,practice,True
practice_06,practice_dissimilar,LD_12_DALHOUSIE LANE_B_04_facade.jpg,LD_39_Serangoon Rd_B_15_facade.jpg,27,12,,,0.9769,,practice,True
practice_07,practice_similar,KG_27_North Bridge Rd_A_23_facade.jpg,CT_60_TRAS_B_St_06_facade.jpg,27,23,,,0.8989,,practice,True
practice_08,practice_medium,CT_44_SMITH_St_04_facade.jpg,LD_23_Jalan Besar Rd_B_18_facade.jpg,12,27,,,0.9576,,practice,True
practice_09,practice_dissimilar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_18_DUXTON_A_Rd_07_facade.jpg,23,22,,,0.9896,,practice,True
practice_10,practice_similar,CT_46_SOUTH_BRIDGE_Rd_B_46_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_47_facade.jpg,28,28,,,0.9993,,practice,True
practice_11,practice_medium,CT_01_AMOY_A_St_21_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_42_facade.jpg,29,26,,,0.9752,,practice,True
practice_12,practice_similar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_17_CRAIG_Rd_B_09_facade.jpg,23,23,,,0.9963,,practice,True
practice_13,practice_medium,CT_08_ANN_SIANG_Rd_B_08_facade.jpg,CT_59_TRAS_A_St_07_facade.jpg,12,12,,,0.9985,,practice,True
practice_14,practice_dissimilar,CT_08_ANN_SIANG_Rd_B_08_facade.jpg,CT_41_SAGO_Rd_09_facade.jpg,12,22,,,0.7783,,practice,True
practice_15,practice_similar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_24_JIAK_CHUAN_Rd_05_facade.jpg,23,12,,,0.8769,,practice,True
practice_16,practice_medium,LD_13_DESKER_Rd_A_03_facade.jpg,LD_14_DESKER_Rd_B_07_facade.jpg,18,18,,,0.9981,,practice,True
practice_17,practice_dissimilar,CT_11_BUKIT_PASOH_A_Rd_03_facade.jpg,KG_24_Kandahar St_7_facade.jpg,12,16,,,0.8712,,practice,True
practice_18,practice_similar,KG_13_Jalan Klapa_A_2_facade.jpg,KG_14_Jalan Klapa_B_4_facade.jpg,18,18,,,0.9994,,practice,True
practice_19,practice_medium,KG_03_Arab St_A_24_facade.jpg,KG_03_Arab St_A_7_facade.jpg,-1,27,,,0.9992,,practice,True
practice_20,practice_dissimilar,CT_64_UPPER_CROSS_St_13_facade.jpg,LD_22_Japan Besar Rd_A_07_facade.jpg,12,15,,,0.8489,,practice,True
practice_21,practice_similar,CT_01_AMOY_A_St_14_facade.jpg,CT_41_SAGO_Rd_09_facade.jpg,29,22,,,0.884,,practice,True
practice_22,practice_medium,BQ_05_LOK TELOK Rd_B_03_facade.jpg,CT_25_KEONG_SAIK_A_Rd_25_facade.jpg,22,8,,,0.9616,,practice,True
hdbscan_best_VpSn_0178,VpSn,CT_53_TEMPLE_B_St_01_facade.jpg,KG_10_Bussorsh St_B_11_facade.jpg,20,20,6,2,0.9999,0.3304,100,False
hdbscan_best_VnSp_0443,VnSp,KG_10_Bussorsh St_B_12_facade.jpg,LD_17_DUNLOP_St_A_40_facade.jpg,29,27,2,2,0.9911,0.6634,100,False
hdbscan_best_VpSn_0224,VpSn,CT_19_DUXTON_B_Rd_42_facade.jpg,CT_19_DUXTON_B_Rd_39_facade.jpg,23,23,6,23,0.9992,-0.1618,100,False
hdbscan_best_VnSn_0522,VnSn,KG_27_North Bridge Rd_A_49_facade.jpg,LD_13_DESKER_Rd_A_28_facade.jpg,28,29,2,1,0.9978,0.2621,100,False
hdbscan_best_VnSp_0346,VnSp,KG_11_Haji Lane_A_16_facade.jpg,LD_22_Japan Besar Rd_A_11_facade.jpg,19,27,1,1,0.993,0.9442,100,False
hdbscan_best_VnSp_0428,VnSp,LD_37_ROWELL_Rd_B_56_facade.jpg,LD_35_Race Course_28_facade.jpg,16,29,6,6,0.9634,-0.1342,100,False
hdbscan_best_VnSp_0347,VnSp,LD_43_UPPER_DICKSON_Rd_A_13_facade.jpg,KG_30_Sultan Gate_A_6_facade.jpg,29,19,6,6,0.9953,0.9542,100,False
hdbscan_best_VpSp_0006,VpSp,LD_17_DUNLOP_St_A_04_facade.jpg,CT_50_TELOK_AYER_A_St_30_facade.jpg,30,30,2,2,0.9992,1.0,100,False
hdbscan_best_VnSn_0557,VnSn,BQ_06_NORTH CANAL Rd_12_facade.jpg,LD_18_DUNLOP_St_B_28_facade.jpg,29,27,4,6,0.9854,0.4815,100,False
hdbscan_best_VpSn_0190,VpSn,CT_53_TEMPLE_B_St_04_facade.jpg,CT_44_SMITH_St_08_facade.jpg,13,13,19,5,0.9998,-0.2433,100,False
hdbscan_best_VpSn_0262,VpSn,CT_51_TELOK_AYER_B_St_30_facade.jpg,CT_51_TELOK_AYER_B_St_20_facade.jpg,23,23,19,21,0.9995,0.393,100,False
hdbscan_best_VnSp_0331,VnSp,LD_18_DUNLOP_St_B_04_facade.jpg,LD_15_DICKSON_Rd_A_07_facade.jpg,12,11,6,6,0.9981,0.9456,100,False
